species,condition,pH,replicate,day,count,dilution,total.CFUs,measured.pH,class,log.CFUs
JBC,JB5,5,1,21,67,-5,67000000,7,fungi,7.826074802700826
JBC,JB7,5,1,21,63,-5,63000000,7.11,fungi,7.799340549453582
JBC,135E,5,1,21,24,-5,24000000,7.24,fungi,7.380211241711606
JBC,JB370,5,1,21,48,-5,48000000,7.28,fungi,7.681241237375588
JBC,community,5,1,21,46,-5,46000000,7.09,fungi,7.662757831681574
JB370,alone,5,1,21,80,-4,8000000,6.79,fungi,6.903089986991944
JB370,BC9,5,1,21,54,-4,5400000,6.63,fungi,6.732393759822968
JB370,BC10,5,1,21,18,-4,1800000,6.76,fungi,6.2552725051033065
JB370,JB5,5,1,21,98,-4,9800000,6.79,fungi,6.991226075692495
JB370,JB7,5,1,21,65,-4,6500000,6.87,fungi,6.812913356642856
JB370,135E,5,1,21,13,-4,1300000,6.68,fungi,6.113943352306837
JB370,community,5,1,21,30,-1,3000,7.09,fungi,3.4771212547196626
BC9,alone,7,1,21,19,-6,190000000,7.37,bacteria,8.278753600952829
BC9,BC10,7,1,21,54,-5,54000000,7.39,bacteria,7.732393759822968
BC9,JB5,7,1,21,33,-6,330000000,7.39,bacteria,8.518513939877888
BC9,JB7,7,1,21,54,-6,540000000,7.48,bacteria,8.732393759822969
BC9,135E,7,1,21,272,-5,272000000,7.31,bacteria,8.4345689040342
BC9,JBC,7,1,21,25,-5,25000000,7.49,bacteria,7.3979400086720375
BC9,JB370,7,1,21,192,-5,192000000,6.98,bacteria,8.28330122870355
BC9,community,7,1,21,42,-5,42000000,7.4,bacteria,7.623249290397901
BC10,alone,7,1,21,160,-5,160000000,7.35,bacteria,8.204119982655925
BC10,BC9,7,1,21,18,-6,180000000,7.39,bacteria,8.255272505103306
BC10,JB5,7,1,21,214.5,-5,215000000,7.38,bacteria,8.332438459915606
BC10,JB7,7,1,21,207,-5,207000000,7.55,bacteria,8.315970345456918
BC10,JBC,7,1,21,114,-5,114000000,7.35,bacteria,8.056904851336473
BC10,JB370,7,1,21,66,-5,66000000,7.11,bacteria,7.819543935541868
BC10,community,7,1,21,101,-5,101000000,7.4,bacteria,8.004321373782643
JB5,alone,7,1,21,43,-7,4300000000,7.51,bacteria,9.633468455579587
JB5,BC9,7,1,21,158,-6,1580000000,7.39,bacteria,9.198657086954423
JB5,BC10,7,1,21,184,-6,1840000000,7.38,bacteria,9.264817823009537
JB5,JB7,7,1,21,190,-6,1900000000,7.63,bacteria,9.278753600952829
JB5,135E,7,1,21,330,-6,3300000000,7.52,bacteria,9.518513939877888
JB5,JBC,7,1,21,489,-4,48900000,7.53,bacteria,7.68930885912362
JB5,JB370,7,1,21,107,-6,1070000000,6.98,bacteria,9.02938377768521
JB5,community,7,1,21,165,-5,165000000,7.4,bacteria,8.217483944213907
JB7,alone,7,1,21,143,-6,1430000000,7.74,bacteria,9.155336037465062
JB7,BC9,7,1,21,212,-6,2120000000,7.48,bacteria,9.32633586092875
JB7,BC10,7,1,21,243,-6,2430000000,7.55,bacteria,9.385606273598313
JB7,JB5,7,1,21,142,-6,1420000000,7.63,bacteria,9.152288344383056
JB7,135E,7,1,21,372.5,-6,3730000000,7.39,bacteria,9.571708831808687
JB7,JBC,7,1,21,168,-6,1680000000,7.48,bacteria,9.225309281725863
JB7,JB370,7,1,21,106,-6,1060000000,7,bacteria,9.02530586526477
JB7,community,7,1,21,46,-4,4600000,7.4,bacteria,6.662757831681574
135E,alone,7,1,21,53,-4,5300000,7.12,fungi,6.724275869600789
135E,BC9,7,1,21,81,-4,8100000,7.31,fungi,6.9084850188786495
135E,BC10,7,1,21,75,-4,7500000,7.36,fungi,6.8750612633917
135E,JB5,7,1,21,120,-4,12000000,7.52,fungi,7.079181246047625
135E,JB7,7,1,21,104,-4,10400000,7.39,fungi,7.017033339298781
135E,JBC,7,1,21,0,0,0,7.38,fungi,-Inf
135E,JB370,7,1,21,248,-3,2480000,7.06,fungi,6.394451680826216
135E,community,7,1,21,0,0,0,7.4,fungi,-Inf
JBC,alone,7,1,21,48,-5,48000000,7.51,fungi,7.681241237375588
JBC,BC9,7,1,21,35,-5,35000000,7.49,fungi,7.544068044350276
JBC,BC10,7,1,21,53,-5,53000000,7.35,fungi,7.724275869600789
JBC,JB5,7,1,21,38,-5,38000000,7.53,fungi,7.57978359661681
JBC,JB7,7,1,21,43,-5,43000000,7.48,fungi,7.633468455579586
JBC,135E,7,1,21,60,-5,60000000,7.38,fungi,7.778151250383644
JBC,JB370,7,1,21,45,-5,45000000,7.44,fungi,7.653212513775344
JBC,community,7,1,21,42,-5,42000000,7.4,fungi,7.623249290397901
JB370,alone,7,1,21,25,-4,2500000,7.16,fungi,6.3979400086720375
JB370,BC9,7,1,21,104,-3,1040000,6.98,fungi,6.017033339298781
JB370,BC10,7,1,21,90,-3,900000,7.11,fungi,5.954242509439325
JB370,JB5,7,1,21,112,-3,1120000,6.98,fungi,6.049218022670182
JB370,JB7,7,1,21,102,-3,1020000,7,fungi,6.008600171761918
JB370,135E,7,1,21,134,-3,1340000,7.06,fungi,6.127104798364807
JB370,community,7,1,21,37,-1,3700,7.4,fungi,3.568201724066995
BC9,alone,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,BC10,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,JB5,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,JB7,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,135E,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,JBC,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,JB370,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC9,community,5,2,0,298,0,745,5.86,bacteria,2.8721562727482928
BC10,alone,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,BC9,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,JB5,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,JB7,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,135E,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,JBC,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,JB370,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
BC10,community,5,2,0,220,0,550,5.86,bacteria,2.7403626894942437
JB5,alone,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,BC9,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,BC10,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,JB7,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,135E,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,JBC,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,JB370,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB5,community,5,2,0,240,0,600,5.86,bacteria,2.7781512503836434
JB7,alone,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,BC9,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,BC10,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,JB5,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,135E,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,JBC,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,JB370,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
JB7,community,5,2,0,84,0,210,5.86,bacteria,2.322219294733919
135E,alone,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,BC9,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,BC10,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,JB5,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,JB7,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,JBC,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,JB370,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
135E,community,5,2,0,116,0.05,5800,5.86,fungi,3.7634279935629373
JBC,alone,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,BC9,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,BC10,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,JB5,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,JB7,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,135E,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,JB370,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JBC,community,5,2,0,5,0.05,250,5.86,fungi,2.3979400086720375
JB370,alone,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,BC9,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,BC10,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,JB5,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,JB7,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,135E,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,JBC,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
JB370,community,5,2,0,3,0.05,150,5.86,fungi,2.1760912590556813
BC9,alone,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,BC10,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,JB5,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,JB7,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,135E,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,JBC,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,JB370,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC9,community,7,2,0,298,0,745,7.1,bacteria,2.8721562727482928
BC10,alone,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,BC9,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,JB5,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,JB7,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,135E,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,JBC,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,JB370,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
BC10,community,7,2,0,220,0,550,7.1,bacteria,2.7403626894942437
JB5,alone,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,BC9,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,BC10,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,JB7,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,135E,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,JBC,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,JB370,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB5,community,7,2,0,240,0,600,7.1,bacteria,2.7781512503836434
JB7,alone,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,BC9,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,BC10,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,JB5,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,135E,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,JBC,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,JB370,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
JB7,community,7,2,0,84,0,210,7.1,bacteria,2.322219294733919
135E,alone,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,BC9,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,BC10,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,JB5,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,JB7,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,JBC,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,JB370,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
135E,community,7,2,0,116,-1,2900,7.1,fungi,3.462397997898956
JBC,alone,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,BC9,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,BC10,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,JB5,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,JB7,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,135E,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,JB370,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JBC,community,7,2,0,5,-1,125,7.1,fungi,2.0969100130080562
JB370,alone,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,BC9,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,BC10,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,JB5,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,JB7,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,135E,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,JBC,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
JB370,community,7,2,0,3,-1,75,7.1,fungi,1.8750612633917
BC9,alone,5,2,3,72,-3,720000,5.86,bacteria,5.857332496431268
BC9,BC10,5,2,3,1,-4,100000,6.02,bacteria,5
BC9,JB5,5,2,3,583,-2,583000,5.91,bacteria,5.7656685547590145
BC9,JB7,5,2,3,409,-2,409000,5.92,bacteria,5.611723308007342
BC9,135E,5,2,3,99,-4,9900000,6.51,bacteria,6.99563519459755
BC9,JBC,5,2,3,67,-4,6700000,5.96,bacteria,6.826074802700826
BC9,JB370,5,2,3,53,-4,5300000,5.88,bacteria,6.724275869600789
BC9,community,5,2,3,61,-4,6100000,6.56,bacteria,6.785329835010767
BC10,alone,5,2,3,63,-5,63000000,5.96,bacteria,7.799340549453582
BC10,BC9,5,2,3,37,-5,37000000,6.02,bacteria,7.568201724066995
BC10,JB5,5,2,3,245,-4,24500000,5.91,bacteria,7.389166084364533
BC10,JB7,5,2,3,508,-4,50800000,5.91,bacteria,7.705863712283919
BC10,135E,5,2,3,174,-4,17400000,6.46,bacteria,7.2405492482825995
BC10,JBC,5,2,3,86,-5,86000000,6.05,bacteria,7.9344984512435675
BC10,JB370,5,2,3,20,-5,20000000,5.93,bacteria,7.301029995663981
BC10,community,5,2,3,193,-4,19300000,6.56,bacteria,7.285557309007774
JB5,alone,5,2,3,10,0,100,5.9,bacteria,2
JB5,BC10,5,2,3,78,-3,780000,5.91,bacteria,5.892094602690481
JB5,JB7,5,2,3,10,0,100,5.88,bacteria,2
JB5,135E,5,2,3,96,-4,9600000,6.47,bacteria,6.982271233039568
JB5,JBC,5,2,3,27,0,270,6.01,bacteria,2.4313637641589874
JB5,JB370,5,2,3,45,0,450,5.85,bacteria,2.6532125137753435
JB5,community,5,2,3,45,-3,450000,6.56,bacteria,5.653212513775344
JB7,alone,5,2,3,7,0,70,5.9,bacteria,1.845098040014257
JB7,BC9,5,2,3,1,-1,100,5.92,bacteria,2
JB7,JB5,5,2,3,8,0,80,5.88,bacteria,1.9030899869919435
JB7,135E,5,2,3,12,-3,120000,6.57,bacteria,5.079181246047625
JB7,JBC,5,2,3,19,0,190,6.04,bacteria,2.278753600952829
JB7,JB370,5,2,3,9,0,90,5.84,bacteria,1.954242509439325
JB7,community,5,2,3,204,-2,204000,6.56,bacteria,5.309630167425898
135E,alone,5,2,3,115,-4,11500000,6.53,fungi,7.060697840353612
135E,BC9,5,2,3,119,-4,11900000,6.51,fungi,7.075546961392531
135E,BC10,5,2,3,40,-4,4000000,6.46,fungi,6.6020599913279625
135E,JB5,5,2,3,94,-4,9400000,6.47,fungi,6.973127853599698
135E,JB7,5,2,3,120,-4,12000000,6.57,fungi,7.079181246047625
135E,JBC,5,2,3,118,-4,11800000,6.39,fungi,7.071882007306125
135E,JB370,5,2,3,159,-4,15900000,6.37,fungi,7.201397124320452
135E,community,5,2,3,124,-4,12400000,6.56,fungi,7.093421685162235
JBC,alone,5,2,3,86,-1,8600,5.95,fungi,3.934498451243568
JBC,BC9,5,2,3,65,-1,6500,5.96,fungi,3.8129133566428557
JBC,BC10,5,2,3,53,-1,5300,6.05,fungi,3.724275869600789
JBC,JB5,5,2,3,89,-1,8900,6.01,fungi,3.949390006644913
JBC,JB7,5,2,3,48,-1,4800,6.04,fungi,3.681241237375587
JBC,135E,5,2,3,34,0,340,6.39,fungi,2.531478917042255
JBC,community,5,2,3,9,-1,900,6.56,fungi,2.9542425094393248
JB370,alone,5,2,3,15,-1,1500,5.85,fungi,3.1760912590556813
JB370,BC9,5,2,3,51,-1,5100,5.88,fungi,3.7075701760979363
JB370,BC10,5,2,3,18,-1,1800,5.93,fungi,3.255272505103306
JB370,JB5,5,2,3,112,0,1120,5.85,fungi,3.0492180226701815
JB370,JB7,5,2,3,16,-1,1600,5.84,fungi,3.2041199826559246
JB370,135E,5,2,3,10,-1,1000,6.37,fungi,3
JB370,JBC,5,2,3,1,0,10,5.87,fungi,1
JB370,community,5,2,3,6,-1,600,6.56,fungi,2.7781512503836434
BC9,alone,7,2,3,151,-5,151000000,7.04,bacteria,8.178976947293169
BC9,BC10,7,2,3,23,-5,23000000,7.12,bacteria,7.361727836017593
BC9,JB5,7,2,3,195,-5,195000000,7.07,bacteria,8.290034611362518
BC9,JB7,7,2,3,123,-5,123000000,7.03,bacteria,8.089905111439398
BC9,135E,7,2,3,108,-5,108000000,7.14,bacteria,8.03342375548695
BC9,JBC,7,2,3,182,-5,182000000,7.02,bacteria,8.260071387985075
BC9,JB370,7,2,3,77,-5,77000000,7,bacteria,7.886490725172482
BC9,community,7,2,3,48,-5,48000000,7.06,bacteria,7.681241237375588
BC10,alone,7,2,3,124,-5,124000000,7.1,bacteria,8.093421685162236
BC10,BC9,7,2,3,169,-5,169000000,7.12,bacteria,8.227886704613674
BC10,JB5,7,2,3,149,-5,149000000,7.07,bacteria,8.173186268412275
BC10,JB7,7,2,3,227,-5,227000000,7.07,bacteria,8.356025857193123
BC10,135E,7,2,3,135,-5,135000000,7.28,bacteria,8.130333768495007
BC10,JBC,7,2,3,147,-5,147000000,7.03,bacteria,8.167317334748176
BC10,JB370,7,2,3,59,-5,59000000,6.95,bacteria,7.770852011642144
BC10,community,7,2,3,131,-5,131000000,7.06,bacteria,8.117271295655764
JB5,alone,7,2,3,434,-3,4340000,7.09,bacteria,6.63748972951251
JB5,BC9,7,2,3,38,-4,3800000,7.07,bacteria,6.57978359661681
JB5,BC10,7,2,3,149,-2,149000,7.07,bacteria,5.173186268412274
JB5,JB7,7,2,3,20,-4,2000000,7.04,bacteria,6.301029995663981
JB5,135E,7,2,3,10,-3,100000,7.07,bacteria,5
JB5,JBC,7,2,3,66,-4,6600000,6.99,bacteria,6.819543935541868
JB5,JB370,7,2,3,141,-4,14100000,7.04,bacteria,7.14921911265538
JB5,community,7,2,3,83,-4,8300000,7.06,bacteria,6.919078092376074
JB7,alone,7,2,3,98,-4,9800000,7.07,bacteria,6.991226075692495
JB7,BC9,7,2,3,136,-4,13600000,7.03,bacteria,7.133538908370218
JB7,BC10,7,2,3,34,-4,3400000,7.07,bacteria,6.531478917042255
JB7,JB5,7,2,3,73,-5,73000000,7.04,bacteria,7.863322860120456
JB7,135E,7,2,3,74,-4,7400000,7.05,bacteria,6.869231719730976
JB7,JBC,7,2,3,253,-4,25300000,6.93,bacteria,7.4031205211758175
JB7,JB370,7,2,3,421,-4,42100000,7.02,bacteria,7.624282095835668
JB7,community,7,2,3,64,-4,6400000,7.06,bacteria,6.8061799739838875
135E,alone,7,2,3,204,-3,2040000,7.02,fungi,6.309630167425898
135E,BC9,7,2,3,434,-3,4340000,7.14,fungi,6.63748972951251
135E,BC10,7,2,3,41,-4,4100000,7.28,fungi,6.6127838567197355
135E,JB5,7,2,3,47,-4,4700000,7.07,fungi,6.672097857935717
135E,JB7,7,2,3,32,-4,3200000,7.05,fungi,6.505149978319906
135E,JBC,7,2,3,129,-3,1290000,6.97,fungi,6.110589710299249
135E,JB370,7,2,3,176,-3,1760000,7.01,fungi,6.2455126678141495
135E,community,7,2,3,430,-3,4300000,7.06,fungi,6.633468455579586
JBC,alone,7,2,3,80,0,800,7.01,fungi,2.9030899869919438
JBC,BC9,7,2,3,129,0,1290,7.02,fungi,3.110589710299249
JBC,BC10,7,2,3,58,0,580,7.03,fungi,2.7634279935629373
JBC,JB5,7,2,3,30,-1,3000,6.99,fungi,3.4771212547196626
JBC,JB7,7,2,3,50,-1,5000,6.93,fungi,3.6989700043360187
JBC,135E,7,2,3,23,-1,2300,6.97,fungi,3.361727836017593
JBC,JB370,7,2,3,21,-1,2100,7.03,fungi,3.322219294733919
JB370,alone,7,2,3,15,-1,1500,7,fungi,3.1760912590556813
JB370,BC9,7,2,3,22,0,220,7,fungi,2.342422680822206
JB370,BC10,7,2,3,19,0,190,6.95,fungi,2.278753600952829
JB370,JB5,7,2,3,23,0,230,7.04,fungi,2.361727836017593
JB370,JB7,7,2,3,10,0,100,7.02,fungi,2
JB370,135E,7,2,3,10,-1,1000,7.01,fungi,3
JB370,JBC,7,2,3,2,-1,200,7.03,fungi,2.3010299956639813
BC9,alone,5,2,10,34,-5,34000000,6.13,bacteria,7.531478917042255
BC9,BC10,5,2,10,63,-4,6300000,6.57,bacteria,6.799340549453582
BC9,JB5,5,2,10,354,-4,35400000,6.09,bacteria,7.549003262025788
BC9,JB7,5,2,10,29,-5,29000000,6.05,bacteria,7.4623979978989565
BC9,135E,5,2,10,173,-5,173000000,6.79,bacteria,8.238046103128795
BC9,JBC,5,2,10,11,-4,1100000,6.64,bacteria,6.041392685158225
BC9,JB370,5,2,10,344,-5,344000000,7.04,bacteria,8.53655844257153
BC9,community,5,2,10,6,-4,600000,6.2,bacteria,5.778151250383644
BC10,alone,5,2,10,69,-5,69000000,6.48,bacteria,7.838849090737256
BC10,BC9,5,2,10,100,-5,100000000,6.57,bacteria,8
BC10,JB5,5,2,10,323,-4,32300000,6.28,bacteria,7.509202522331103
BC10,JB7,5,2,10,76,-5,76000000,6.36,bacteria,7.880813592280791
BC10,135E,5,2,10,149,-5,149000000,6.79,bacteria,8.173186268412275
BC10,JBC,5,2,10,58,-4,5800000,6.84,bacteria,6.763427993562937
BC10,JB370,5,2,10,223,-5,223000000,7.21,bacteria,8.348304863048162
BC10,community,5,2,10,129,-4,12900000,6.2,bacteria,7.110589710299249
JB5,alone,5,2,10,1,-2,1000,6.12,bacteria,3
JB5,BC9,5,2,10,4,-2,4000,6.09,bacteria,3.6020599913279625
JB5,BC10,5,2,10,84,-3,840000,6.28,bacteria,5.924279286061882
JB5,JB7,5,2,10,19,-1,1900,6.04,bacteria,3.278753600952829
JB5,135E,5,2,10,82,-6,820000000,7.02,bacteria,8.913813852383717
JB5,JBC,5,2,10,6,0,60,6.91,bacteria,1.7781512503836436
JB5,JB370,5,2,10,64,-4,6400000,7.4,bacteria,6.8061799739838875
JB5,community,5,2,10,28,-4,2800000,6.2,bacteria,6.447158031342219
JB7,BC9,5,2,10,2,-1,200,6.05,bacteria,2.3010299956639813
JB7,BC10,5,2,10,7,-4,700000,6.36,bacteria,5.845098040014257
JB7,JB5,5,2,10,1,-1,100,6.04,bacteria,2
JB7,135E,5,2,10,164,-6,1640000000,6.88,bacteria,9.214843848047698
JB7,JBC,5,2,10,5,0,50,6.55,bacteria,1.6989700043360187
JB7,JB370,5,2,10,60,-3,600000,7.47,bacteria,5.778151250383644
JB7,community,5,2,10,2,-4,200000,6.2,bacteria,5.301029995663981
135E,alone,5,2,10,118,-4,11800000,6.8,fungi,7.071882007306125
135E,BC9,5,2,10,139,-4,13900000,6.79,fungi,7.143014800254095
135E,BC10,5,2,10,252,-4,25200000,6.79,fungi,7.401400540781544
135E,JB5,5,2,10,134,-4,13400000,7.02,fungi,7.127104798364807
135E,JB7,5,2,10,140,-4,14000000,6.88,fungi,7.146128035678238
135E,JBC,5,2,10,43,-3,430000,6.36,fungi,5.633468455579586
135E,JB370,5,2,10,174,-4,17400000,7.38,fungi,7.2405492482825995
135E,community,5,2,10,54,-3,540000,6.2,fungi,5.732393759822968
JBC,alone,5,2,10,36,-5,36000000,6.57,fungi,7.556302500767287
JBC,BC9,5,2,10,61,-5,61000000,6.64,fungi,7.785329835010767
JBC,BC10,5,2,10,48,-5,48000000,6.84,fungi,7.681241237375588
JBC,JB5,5,2,10,52,-5,52000000,6.91,fungi,7.7160033436347994
JBC,JB7,5,2,10,65,-5,65000000,6.55,fungi,7.812913356642856
JBC,135E,5,2,10,26,-5,26000000,6.36,fungi,7.414973347970818
JBC,JB370,5,2,10,43,-5,43000000,6.51,fungi,7.633468455579586
JBC,community,5,2,10,28,-5,28000000,6.2,fungi,7.447158031342219
JB370,alone,5,2,10,90,-3,900000,6.79,fungi,5.954242509439325
JB370,BC9,5,2,10,101,-3,1010000,7.04,fungi,6.004321373782642
JB370,BC10,5,2,10,115,-3,1150000,7.21,fungi,6.060697840353612
JB370,JB5,5,2,10,72,-3,720000,7.4,fungi,5.857332496431268
JB370,JB7,5,2,10,22,-4,2200000,7.47,fungi,6.342422680822207
JB370,135E,5,2,10,104,-2,104000,7.38,fungi,5.017033339298781
JB370,JBC,5,2,10,14,0,140,6.51,fungi,2.146128035678238
JB370,community,5,2,10,11,0,110,6.2,fungi,2.041392685158225
BC9,alone,7,2,10,252,-5,252000000,7.5,bacteria,8.401400540781545
BC9,BC10,7,2,10,13,-5,13000000,7.44,bacteria,7.113943352306837
BC9,JB5,7,2,10,299,-5,299000000,7.57,bacteria,8.47567118832443
BC9,JB7,7,2,10,289,-5,289000000,7.54,bacteria,8.460897842756548
BC9,135E,7,2,10,205,-5,205000000,7.61,bacteria,8.311753861055754
BC9,JBC,7,2,10,158,-5,158000000,6.72,bacteria,8.198657086954423
BC9,JB370,7,2,10,268,-5,268000000,7.57,bacteria,8.42813479402879
BC9,community,7,2,10,21,-5,21000000,6.56,bacteria,7.3222192947339195
BC10,alone,7,2,10,171,-5,171000000,7.39,bacteria,8.232996110392154
BC10,BC9,7,2,10,224,-5,224000000,7.44,bacteria,8.350248018334163
BC10,JB5,7,2,10,121,-5,121000000,7.59,bacteria,8.08278537031645
BC10,JB7,7,2,10,225,-5,225000000,7.65,bacteria,8.352182518111363
BC10,135E,7,2,10,94,-5,94000000,7.6,bacteria,7.973127853599698
BC10,JBC,7,2,10,172,-5,172000000,6.7,bacteria,8.23552844690755
BC10,JB370,7,2,10,382,-5,382000000,7.79,bacteria,8.58206336291171
BC10,community,7,2,10,52,-5,52000000,6.56,bacteria,7.7160033436347994
JB5,alone,7,2,10,252,-6,2520000000,7.57,bacteria,9.401400540781545
JB5,BC9,7,2,10,261,-6,2610000000,7.57,bacteria,9.41664050733828
JB5,BC10,7,2,10,156,-6,1560000000,7.59,bacteria,9.193124598354462
JB5,JB7,7,2,10,80,-6,800000000,7.62,bacteria,8.903089986991944
JB5,135E,7,2,10,53,-6,530000000,7.74,bacteria,8.724275869600788
JB5,JBC,7,2,10,75,-3,750000,6.96,bacteria,5.8750612633917
JB5,JB370,7,2,10,81,-6,810000000,7.77,bacteria,8.90848501887865
JB5,community,7,2,10,19,-5,19000000,6.56,bacteria,7.278753600952829
JB7,alone,7,2,10,136,-6,1360000000,7.56,bacteria,9.133538908370218
JB7,BC9,7,2,10,131,-6,1310000000,7.54,bacteria,9.117271295655764
